tender_id,po_id,award_date,vendor_id,employee_id,department,category,award_method,amount,n_bidders,approval_limit,invoice_id,invoice_date,payment_date
T00931,PO00931,2024-10-28,V0064,E0054,Logistics,Construction,open_tender,54198.89,6,25000,INV00931,2024-11-04,2024-11-30
T00932,PO00932,2024-11-10,V0116,E0025,Logistics,Construction,limited_tender,271305.43,2,25000,INV00932,2024-12-05,2025-01-31
T00933,PO00933,2024-01-28,V0226,E0052,Production,Raw Materials,open_tender,33356.48,6,100000,INV00933,2024-02-07,2024-02-19
T00934,PO00934,2024-01-13,V0087,E0019,IT,Construction,open_tender,93561.4,4,500000,INV00934,2024-02-19,2024-03-19
T00935,PO00935,2026-03-30,V0262,E0059,Facilities,Hardware,limited_tender,108696.18,2,25000,INV00935,2026-04-30,2026-05-15
T00936,PO00936,2025-07-21,V0046,E0054,Logistics,Raw Materials,single_source,22672.29,1,25000,INV00936,2025-08-21,2025-10-17
T00937,PO00937,2026-02-11,V0003,E0059,Facilities,Security Services,limited_tender,21602.91,2,25000,INV00937,2026-02-27,2026-04-02
T00938,PO00938,2024-12-23,V0287,E0005,Maintenance,Spare Parts,open_tender,3200.81,7,25000,INV00938,2025-01-04,2025-01-15
T00939,PO00939,2024-05-07,V0204,E0009,Facilities,Consulting Services,open_tender,62000.0,4,500000,INV00939,2024-06-19,2024-07-20
T00940,PO00940,2026-04-25,V0218,E0044,R&D,Spare Parts,limited_tender,10000.0,3,100000,INV00940,2026-05-27,2026-07-19
T00941,PO00941,2025-08-24,V0188,E0057,Production,Consulting Services,open_tender,59000.0,4,100000,INV00941,2025-09-14,2025-11-03
T00942,PO00942,2025-07-19,V0193,E0011,R&D,Office Supplies,limited_tender,2669.01,1,25000,INV00942,2025-08-15,2025-09-01
T00943,PO00943,2025-05-21,V0188,E0039,Maintenance,Consulting Services,open_tender,100312.21,4,100000,INV00943,2025-06-08,2025-06-28
T00944,PO00944,2025-01-19,V0016,E0041,Admin,Hardware,open_tender,65000.0,6,100000,INV00944,2025-01-25,2025-03-16
T00945,PO00945,2024-09-01,V0027,E0027,Maintenance,Security Services,single_source,9835.61,1,100000,INV00945,2024-09-29,2024-11-24
T00946,PO00946,2025-12-12,V0188,E0020,IT,Consulting Services,open_tender,156498.31,6,500000,INV00946,2026-01-17,2026-03-01
T00947,PO00947,2026-04-05,V0186,E0012,Marketing,Spare Parts,limited_tender,60569.07,3,100000,INV00947,2026-05-09,2026-05-31
T00948,PO00948,2025-07-27,V0287,E0059,Facilities,Spare Parts,open_tender,24335.45,6,25000,INV00948,2025-08-10,2025-09-29
T00949,PO00949,2025-03-02,V0295,E0038,Production,Security Services,open_tender,15172.98,5,100000,INV00949,2025-04-04,2025-05-23
T00950,PO00950,2024-12-15,V0243,E0011,R&D,Spare Parts,open_tender,16000.0,5,500000,INV00950,2024-12-21,2025-02-10
T00951,PO00951,2023-08-12,V0074,E0020,IT,Consulting Services,open_tender,56315.04,3,500000,INV00951,2023-09-20,2023-10-01
T00952,PO00952,2026-03-20,V0041,E0017,IT,Construction,single_source,72782.35,1,25000,INV00952,2026-03-26,2026-05-02
T00953,PO00953,2025-04-07,V0156,E0004,Facilities,Transport,single_source,57182.35,1,25000,INV00953,2025-04-30,2025-05-27
T00954,PO00954,2024-01-01,V0213,E0015,Marketing,Spare Parts,limited_tender,19412.46,3,100000,INV00954,2024-01-27,2024-02-09
T00955,PO00955,2026-01-08,V0192,E0059,Facilities,Cleaning Services,limited_tender,4989.36,3,25000,INV00955,2026-01-20,2026-03-06
T00956,PO00956,2026-04-10,V0223,E0027,Maintenance,Office Supplies,limited_tender,15097.28,3,100000,INV00956,2026-05-13,2026-06-10
T00957,PO00957,2026-03-12,V0229,E0021,Production,Security Services,single_source,14988.59,1,500000,INV00957,2026-03-25,2026-05-05
T00958,PO00958,2025-06-03,V0162,E0006,IT,Construction,open_tender,95446.3,4,500000,INV00958,2025-06-18,2025-08-11
T00959,PO00959,2026-03-26,V0124,E0008,Marketing,Construction,open_tender,206424.8,3,25000,INV00959,2026-05-07,2026-07-01
T00960,PO00960,2025-03-14,V0073,E0044,R&D,Software Licenses,limited_tender,5000.0,2,100000,INV00960,2025-04-24,2025-05-22
T00961,PO00961,2025-04-20,V0225,E0008,Marketing,Transport,limited_tender,3662.74,3,25000,INV00961,2025-04-27,2025-05-13
T00962,PO00962,2025-03-25,V0169,E0015,Marketing,Security Services,open_tender,3876.2,3,100000,INV00962,2025-04-28,2025-05-29
T00963,PO00963,2025-04-19,V0000,E0000,Production,Spare Parts,open_tender,19259.53,6,100000,INV00963,2025-05-19,2025-06-17
T00964,PO00964,2026-06-15,V0042,E0053,Admin,Transport,single_source,61401.86,1,500000,INV00964,2026-07-24,2026-09-02
T00965,PO00965,2025-10-04,V0046,E0005,Maintenance,Raw Materials,open_tender,46473.49,7,25000,INV00965,2025-10-22,2025-11-27
T00966,PO00966,2025-03-15,V0011,E0008,Marketing,Construction,open_tender,84000.0,6,25000,INV00966,2025-04-27,2025-05-29
T00967,PO00967,2024-08-16,V0151,E0039,Maintenance,Software Licenses,open_tender,29611.88,4,100000,INV00967,2024-09-29,2024-10-24
T00968,PO00968,2026-06-15,V0210,E0030,Logistics,Raw Materials,open_tender,18901.68,3,100000,INV00968,2026-07-15,2026-09-10
T00969,PO00969,2025-12-29,V0082,E0024,Production,Construction,limited_tender,81769.02,3,25000,INV00969,2026-02-02,2026-03-03
T00970,PO00970,2024-12-20,V0037,E0045,IT,Transport,single_source,14944.84,1,25000,INV00970,2025-02-02,2025-03-19
T00971,PO00971,2023-10-18,V0023,E0048,Maintenance,Consulting Services,open_tender,48257.57,6,100000,INV00971,2023-10-26,2023-11-11
T00972,PO00972,2024-08-31,V0191,E0030,Logistics,Raw Materials,open_tender,24268.47,3,100000,INV00972,2024-09-29,2024-10-13
T00973,PO00973,2024-05-31,V0132,E0001,R&D,Security Services,open_tender,8000.0,5,500000,INV00973,2024-06-25,2024-08-23
T00974,PO00974,2024-09-22,V0184,E0025,Logistics,Construction,open_tender,217550.44,5,25000,INV00974,2024-10-22,2024-12-16
T00975,PO00975,2023-11-12,V0016,E0051,Maintenance,Hardware,open_tender,80224.23,3,25000,INV00975,2023-12-13,2023-12-24
T00976,PO00976,2026-05-03,V0102,E0004,Facilities,Consulting Services,open_tender,59466.86,4,25000,INV00976,2026-05-19,2026-06-25
T00977,PO00977,2024-12-20,V0161,E0045,IT,Software Licenses,open_tender,55113.22,5,25000,INV00977,2025-01-13,2025-03-05
T00978,PO00978,2024-05-18,V0042,E0042,IT,Transport,open_tender,8264.57,3,500000,INV00978,2024-06-22,2024-07-03
T00979,PO00979,2026-05-22,V0135,E0027,Maintenance,Raw Materials,open_tender,159711.69,7,100000,INV00979,2026-06-14,2026-07-06
T00980,PO00980,2026-01-03,V0049,E0047,Logistics,Spare Parts,limited_tender,18345.9,3,25000,INV00980,2026-01-13,2026-02-28
T00981,PO00981,2026-02-15,V0169,E0021,Production,Security Services,open_tender,30255.63,4,500000,INV00981,2026-03-23,2026-04-16
T00982,PO00982,2024-07-25,V0293,E0033,Facilities,Cleaning Services,single_source,24461.26,1,500000,INV00982,2024-08-23,2024-09-24
T00983,PO00983,2024-02-08,V0009,E0027,Maintenance,Spare Parts,open_tender,14393.59,3,100000,INV00983,2024-03-12,2024-05-10
T00984,PO00984,2025-04-15,V0268,E0007,IT,Consulting Services,open_tender,26214.05,6,100000,INV00984,2025-04-26,2025-06-03
T00985,PO00985,2026-04-20,V0164,E0051,Maintenance,Office Supplies,limited_tender,1527.6,3,25000,INV00985,2026-05-02,2026-06-27
T00986,PO00986,2026-01-14,V0236,E0048,Maintenance,Office Supplies,open_tender,6317.18,7,100000,INV00986,2026-02-01,2026-02-24
T00987,PO00987,2023-11-28,V0028,E0045,IT,Office Supplies,limited_tender,5758.69,2,25000,INV00987,2023-12-24,2024-01-28
T00988,PO00988,2023-10-07,V0215,E0003,Marketing,Security Services,single_source,13000.0,1,25000,INV00988,2023-10-18,2023-11-28
T00989,PO00989,2024-10-25,V0037,E0038,Production,Transport,limited_tender,9000.0,2,100000,INV00989,2024-11-11,2024-12-07
T00990,PO00990,2025-11-26,V0250,E0046,R&D,Consulting Services,open_tender,9977.14,7,25000,INV00990,2026-01-05,2026-02-16
T00991,PO00991,2025-04-06,V0175,E0019,IT,Spare Parts,open_tender,8138.64,4,500000,INV00991,2025-04-22,2025-06-20
T00992,PO00992,2023-08-18,V0204,E0021,Production,Consulting Services,limited_tender,15919.85,3,500000,INV00992,2023-09-19,2023-11-01
T00993,PO00993,2025-11-26,V0019,E0015,Marketing,Spare Parts,open_tender,19618.53,5,100000,INV00993,2025-12-23,2026-01-13
T00994,PO00994,2026-04-13,V0081,E0029,Production,Software Licenses,limited_tender,160296.03,2,25000,INV00994,2026-04-29,2026-05-23
T00995,PO00995,2023-10-30,V0031,E0048,Maintenance,Spare Parts,open_tender,88000.0,5,100000,INV00995,2023-11-07,2023-11-28
T00996,PO00996,2025-09-01,V0256,E0029,Production,Spare Parts,single_source,1374.15,1,25000,INV00996,2025-09-10,2025-09-25
T00997,PO00997,2025-01-18,V0104,E0048,Maintenance,Cleaning Services,limited_tender,96000.0,3,100000,INV00997,2025-02-06,2025-03-23
T00998,PO00998,2023-08-25,V0014,E0009,Facilities,Construction,open_tender,103482.04,6,500000,INV00998,2023-10-06,2023-11-08
T00999,PO00999,2026-02-05,V0100,E0038,Production,Transport,open_tender,15457.49,5,100000,INV00999,2026-03-03,2026-04-15
T01000,PO01000,2024-12-03,V0060,E0048,Maintenance,Transport,single_source,44863.23,1,100000,INV01000,2025-01-12,2025-02-05
T01001,PO01001,2025-10-10,V0079,E0039,Maintenance,Software Licenses,open_tender,14716.28,5,100000,INV01001,2025-11-13,2025-12-27
T01002,PO01002,2025-03-06,V0223,E0038,Production,Office Supplies,open_tender,4000.0,5,100000,INV01002,2025-03-21,2025-05-08
T01003,PO01003,2024-07-31,V0129,E0055,Marketing,Software Licenses,open_tender,16662.62,7,500000,INV01003,2024-08-24,2024-10-06
T01004,PO01004,2023-08-09,V0214,E0031,Admin,Office Supplies,open_tender,8463.67,5,500000,INV01004,2023-08-31,2023-10-27
T01005,PO01005,2025-01-25,V0218,E0027,Maintenance,Spare Parts,open_tender,5567.1,5,100000,INV01005,2025-02-25,2025-03-08
T01006,PO01006,2025-04-29,V0223,E0052,Production,Office Supplies,single_source,3815.75,1,100000,INV01006,2025-05-16,2025-06-23
T01007,PO01007,2025-01-02,V0071,E0042,IT,Transport,limited_tender,37973.15,3,500000,INV01007,2025-01-12,2025-02-23
T01008,PO01008,2025-10-25,V0107,E0020,IT,Office Supplies,open_tender,3102.19,7,500000,INV01008,2025-11-05,2025-12-10
T01009,PO01009,2024-04-08,V0213,E0001,R&D,Spare Parts,limited_tender,2789.32,3,500000,INV01009,2024-05-17,2024-06-29
T01010,PO01010,2023-07-18,V0006,E0056,Marketing,Spare Parts,open_tender,31766.56,6,100000,INV01010,2023-08-16,2023-10-14
T01011,PO01011,2025-09-15,V0188,E0005,Maintenance,Consulting Services,open_tender,26531.53,6,25000,INV01011,2025-10-29,2025-11-19
T01012,PO01012,2023-08-30,V0106,E0026,Maintenance,Security Services,open_tender,12269.86,7,500000,INV01012,2023-09-14,2023-10-23
T01013,PO01013,2023-11-03,V0198,E0057,Production,Spare Parts,open_tender,25000.0,4,100000,INV01013,2023-11-29,2023-12-30
T01014,PO01014,2023-08-13,V0262,E0051,Maintenance,Hardware,open_tender,43357.33,5,25000,INV01014,2023-08-27,2023-09-08
T01015,PO01015,2025-09-27,V0026,E0009,Facilities,Spare Parts,limited_tender,5708.31,2,500000,INV01015,2025-10-29,2025-11-26
T01016,PO01016,2024-09-14,V0087,E0023,Logistics,Construction,open_tender,939540.35,4,25000,INV01016,2024-09-22,2024-10-14
T01017,PO01017,2025-04-12,V0087,E0009,Facilities,Construction,open_tender,330084.72,3,500000,INV01017,2025-05-09,2025-06-28
T01018,PO01018,2025-04-21,V0235,E0016,Maintenance,Security Services,single_source,20536.09,1,25000,INV01018,2025-05-04,2025-05-22
T01019,PO01019,2025-12-07,V0094,E0011,R&D,Hardware,open_tender,55000.0,7,500000,INV01019,2026-01-19,2026-02-18
T01020,PO01020,2024-11-22,V0255,E0002,Maintenance,Raw Materials,open_tender,15811.14,6,100000,INV01020,2024-11-28,2024-12-29
T01021,PO01021,2026-05-04,V0105,E0027,Maintenance,Security Services,open_tender,11012.44,6,100000,INV01021,2026-05-09,2026-06-21
T01022,PO01022,2023-09-16,V0019,E0024,Production,Spare Parts,single_source,4481.72,1,25000,INV01022,2023-10-23,2023-11-20
T01023,PO01023,2024-09-24,V0052,E0017,IT,Consulting Services,open_tender,35089.6,4,25000,INV01023,2024-10-10,2024-10-20
T01024,PO01024,2023-11-17,V0131,E0047,Logistics,Raw Materials,open_tender,57000.0,4,25000,INV01024,2023-12-03,2023-12-19
T01025,PO01025,2025-10-22,V0251,E0052,Production,Software Licenses,open_tender,4738.47,6,100000,INV01025,2025-12-05,2026-01-15
T01026,PO01026,2025-01-23,V0108,E0003,Marketing,Transport,open_tender,54000.0,4,25000,INV01026,2025-02-07,2025-02-25
T01027,PO01027,2026-01-04,V0023,E0056,Marketing,Consulting Services,single_source,24398.4,1,100000,INV01027,2026-01-19,2026-03-14
T01028,PO01028,2025-12-05,V0027,E0035,Facilities,Security Services,limited_tender,26128.36,3,500000,INV01028,2026-01-06,2026-02-25
T01029,PO01029,2023-07-03,V0080,E0052,Production,Construction,limited_tender,430244.37,2,100000,INV01029,2023-07-28,2023-09-09
T01030,PO01030,2025-04-04,V0209,E0047,Logistics,Hardware,open_tender,7177.42,6,25000,INV01030,2025-04-14,2025-06-09
T01031,PO01031,2026-01-05,V0084,E0051,Maintenance,Security Services,limited_tender,13340.22,2,25000,INV01031,2026-01-13,2026-02-14
T01032,PO01032,2026-02-18,V0139,E0006,IT,Consulting Services,limited_tender,31424.66,2,500000,INV01032,2026-03-07,2026-05-02
T01033,PO01033,2025-02-17,V0021,E0023,Logistics,Hardware,limited_tender,10000.0,2,25000,INV01033,2025-02-28,2025-03-26
T01034,PO01034,2025-02-06,V0153,E0052,Production,Cleaning Services,limited_tender,9025.63,3,100000,INV01034,2025-02-19,2025-04-08
T01035,PO01035,2023-07-24,V0035,E0046,R&D,Raw Materials,open_tender,14093.44,4,25000,INV01035,2023-08-19,2023-10-05
T01036,PO01036,2023-09-10,V0299,E0031,Admin,Construction,limited_tender,31079.13,2,500000,INV01036,2023-09-15,2023-11-10
T01037,PO01037,2024-01-08,V0009,E0049,R&D,Spare Parts,open_tender,2908.36,4,500000,INV01037,2024-02-16,2024-04-11
T01038,PO01038,2024-09-17,V0051,E0020,IT,Consulting Services,limited_tender,98223.31,3,500000,INV01038,2024-10-21,2024-11-10
T01039,PO01039,2026-04-30,V0136,E0000,Production,Software Licenses,open_tender,30122.73,5,100000,INV01039,2026-05-18,2026-07-14
T01040,PO01040,2024-02-11,V0124,E0033,Facilities,Construction,open_tender,222300.04,6,500000,INV01040,2024-03-24,2024-04-07
T01041,PO01041,2023-07-04,V0002,E0052,Production,Cleaning Services,open_tender,6736.88,7,100000,INV01041,2023-07-29,2023-09-14
T01042,PO01042,2024-05-06,V0018,E0016,Maintenance,Cleaning Services,limited_tender,5594.34,3,25000,INV01042,2024-05-26,2024-06-14
T01043,PO01043,2026-02-24,V0188,E0055,Marketing,Consulting Services,limited_tender,68212.5,3,500000,INV01043,2026-03-10,2026-04-10
T01044,PO01044,2026-03-18,V0147,E0008,Marketing,Cleaning Services,open_tender,46754.98,4,25000,INV01044,2026-04-16,2026-05-21
T01045,PO01045,2025-02-25,V0129,E0056,Marketing,Software Licenses,open_tender,16423.51,3,100000,INV01045,2025-04-07,2025-06-03
T01046,PO01046,2026-05-18,V0020,E0044,R&D,Cleaning Services,open_tender,20530.57,5,100000,INV01046,2026-06-28,2026-07-12
T01047,PO01047,2026-02-10,V0031,E0036,Marketing,Spare Parts,open_tender,71843.87,7,25000,INV01047,2026-03-19,2026-04-30
T01048,PO01048,2025-05-10,V0182,E0055,Marketing,Security Services,limited_tender,11621.19,2,500000,INV01048,2025-05-24,2025-06-23
T01049,PO01049,2023-10-10,V0163,E0002,Maintenance,Spare Parts,open_tender,9992.43,5,100000,INV01049,2023-11-03,2024-01-01
T01050,PO01050,2025-12-18,V0084,E0016,Maintenance,Security Services,open_tender,5000.0,7,25000,INV01050,2026-01-24,2026-03-03
T01051,PO01051,2026-06-26,V0174,E0016,Maintenance,Raw Materials,limited_tender,36304.48,3,25000,INV01051,2026-08-02,2026-09-08
T01052,PO01052,2024-12-23,V0299,E0008,Marketing,Construction,limited_tender,126484.92,2,25000,INV01052,2025-01-08,2025-02-26
T01053,PO01053,2024-05-17,V0266,E0044,R&D,Hardware,open_tender,31551.3,6,100000,INV01053,2024-05-23,2024-06-15
T01054,PO01054,2025-12-22,V0220,E0055,Marketing,Consulting Services,open_tender,33131.11,6,500000,INV01054,2026-01-21,2026-02-05
T01055,PO01055,2024-06-22,V0213,E0036,Marketing,Spare Parts,open_tender,2710.4,4,25000,INV01055,2024-07-16,2024-08-08
T01056,PO01056,2025-02-14,V0074,E0025,Logistics,Consulting Services,limited_tender,60470.66,2,25000,INV01056,2025-02-28,2025-04-07
T01057,PO01057,2025-12-20,V0111,E0032,R&D,Hardware,single_source,14962.5,1,25000,INV01057,2026-01-06,2026-02-11
T01058,PO01058,2024-11-28,V0241,E0032,R&D,Software Licenses,open_tender,41796.55,3,25000,INV01058,2024-12-07,2025-01-21
T01059,PO01059,2025-11-01,V0184,E0005,Maintenance,Construction,limited_tender,583212.42,3,25000,INV01059,2025-11-15,2025-12-20
T01060,PO01060,2023-07-06,V0093,E0035,Facilities,Spare Parts,open_tender,14252.05,6,500000,INV01060,2023-08-19,2023-09-26
T01061,PO01061,2023-10-17,V0247,E0042,IT,Consulting Services,open_tender,19539.95,5,500000,INV01061,2023-10-27,2023-11-08
T01062,PO01062,2024-08-01,V0239,E0050,Facilities,Transport,limited_tender,5036.17,3,25000,INV01062,2024-08-16,2024-10-02
T01063,PO01063,2023-09-28,V0143,E0056,Marketing,Hardware,open_tender,31852.77,4,100000,INV01063,2023-10-31,2023-12-06
T01064,PO01064,2025-06-01,V0223,E0010,Admin,Office Supplies,single_source,4622.3,1,100000,INV01064,2025-06-13,2025-07-26
T01065,PO01065,2023-09-02,V0130,E0044,R&D,Consulting Services,open_tender,32000.0,7,100000,INV01065,2023-09-09,2023-10-26
T01066,PO01066,2026-05-24,V0060,E0021,Production,Transport,open_tender,13684.4,4,500000,INV01066,2026-06-16,2026-08-05
T01067,PO01067,2023-12-04,V0185,E0042,IT,Transport,limited_tender,34142.27,2,500000,INV01067,2023-12-29,2024-02-09
T01068,PO01068,2023-11-17,V0115,E0036,Marketing,Hardware,open_tender,64673.65,5,25000,INV01068,2023-12-31,2024-01-27
T01069,PO01069,2024-05-22,V0116,E0012,Marketing,Construction,limited_tender,55475.98,3,100000,INV01069,2024-06-29,2024-07-22
T01070,PO01070,2025-05-21,V0227,E0037,IT,Raw Materials,open_tender,34000.0,6,500000,INV01070,2025-06-07,2025-06-18
T01071,PO01071,2023-12-24,V0286,E0046,R&D,Office Supplies,single_source,2034.36,1,25000,INV01071,2024-01-02,2024-01-27
T01072,PO01072,2024-06-11,V0237,E0010,Admin,Hardware,open_tender,79186.81,6,100000,INV01072,2024-07-02,2024-08-30
T01073,PO01073,2025-04-21,V0172,E0014,IT,Hardware,limited_tender,20910.65,2,25000,INV01073,2025-05-12,2025-07-09
T01074,PO01074,2025-02-03,V0082,E0016,Maintenance,Construction,single_source,642728.54,1,25000,INV01074,2025-03-06,2025-03-27
T01075,PO01075,2023-12-24,V0290,E0034,Marketing,Consulting Services,open_tender,8692.63,4,500000,INV01075,2024-02-05,2024-03-27
T01076,PO01076,2024-02-26,V0224,E0052,Production,Office Supplies,open_tender,1846.38,3,100000,INV01076,2024-04-08,2024-05-19
T01077,PO01077,2025-01-05,V0277,E0025,Logistics,Transport,open_tender,53280.96,6,25000,INV01077,2025-02-14,2025-03-26
T01078,PO01078,2024-02-22,V0034,E0039,Maintenance,Cleaning Services,open_tender,4426.8,3,100000,INV01078,2024-03-07,2024-04-01
T01079,PO01079,2024-10-31,V0245,E0031,Admin,Cleaning Services,limited_tender,36803.67,3,500000,INV01079,2024-11-24,2025-01-21
T01080,PO01080,2024-12-09,V0011,E0044,R&D,Construction,single_source,162694.21,1,100000,INV01080,2024-12-17,2025-01-28
T01081,PO01081,2024-03-14,V0047,E0013,Logistics,Spare Parts,limited_tender,2001.29,2,100000,INV01081,2024-04-13,2024-05-01
T01082,PO01082,2025-05-21,V0209,E0000,Production,Hardware,single_source,87421.45,1,100000,INV01082,2025-06-06,2025-06-23
T01083,PO01083,2025-04-10,V0117,E0054,Logistics,Spare Parts,open_tender,9018.66,7,25000,INV01083,2025-05-02,2025-06-16
T01084,PO01084,2025-10-25,V0083,E0008,Marketing,Office Supplies,single_source,3376.49,1,25000,INV01084,2025-11-05,2025-11-23
T01085,PO01085,2023-10-26,V0251,E0046,R&D,Software Licenses,open_tender,27364.05,5,25000,INV01085,2023-11-25,2023-12-08
T01086,PO01086,2025-10-23,V0206,E0028,Marketing,Hardware,open_tender,5691.27,5,25000,INV01086,2025-12-04,2025-12-31
T01087,PO01087,2025-11-20,V0115,E0024,Production,Hardware,single_source,9613.58,1,25000,INV01087,2025-12-14,2026-01-23
T01088,PO01088,2023-08-25,V0289,E0046,R&D,Security Services,open_tender,2805.47,5,25000,INV01088,2023-09-20,2023-10-04
T01089,PO01089,2024-09-27,V0261,E0013,Logistics,Consulting Services,single_source,60275.88,1,100000,INV01089,2024-10-26,2024-11-25
T01090,PO01090,2024-11-19,V0084,E0054,Logistics,Security Services,limited_tender,6045.33,3,25000,INV01090,2024-11-26,2025-01-06
T01091,PO01091,2025-01-08,V0255,E0053,Admin,Raw Materials,single_source,9523.91,1,500000,INV01091,2025-01-17,2025-02-16
T01092,PO01092,2025-06-06,V0194,E0045,IT,Construction,open_tender,201342.92,6,25000,INV01092,2025-07-07,2025-08-03
T01093,PO01093,2024-03-20,V0050,E0047,Logistics,Construction,open_tender,313085.15,7,25000,INV01093,2024-04-28,2024-06-06
T01094,PO01094,2025-03-25,V0008,E0049,R&D,Office Supplies,limited_tender,9510.54,2,500000,INV01094,2025-04-22,2025-06-05
T01095,PO01095,2025-12-29,V0145,E0058,Admin,Office Supplies,single_source,8176.79,1,25000,INV01095,2026-01-03,2026-02-14
